Order ID,Date,Fulfilment,Sales Channel ,Item,Amount,ship-state
403-2561797-6193141,04-30-22,Amazon,Amazon.in,Set,1140,WEST BENGAL
406-4980665-9833930,04-30-22,Amazon,Amazon.in,Western Dress,625,TELANGANA
405-9201316-2870743,04-30-22,Merchant,Amazon.in,Top,518,MAHARASHTRA
408-7966317-7457928,04-30-22,Merchant,Amazon.in,Set,759,DELHI
171-0983521-4425145,04-30-22,Amazon,Amazon.in,Western Dress,744,TELANGANA
403-5847066-2369918,04-30-22,Amazon,Amazon.in,Set,1112,UTTAR PRADESH
404-9771516-3764302,04-30-22,Amazon,Amazon.in,Set,1140,WEST BENGAL
405-0534257-8109938,04-30-22,Amazon,Amazon.in,kurta,486,DELHI
171-5702903-4981901,04-30-22,Merchant,Amazon.in,Set,888,UTTAR PRADESH
406-6474243-1265115,04-30-22,Amazon,Amazon.in,Set,666,LADAKH
405-3523941-5355524,04-30-22,Merchant,Amazon.in,kurta,487,TELANGANA
405-3523941-5355524,04-30-22,Merchant,Amazon.in,Set,597,TELANGANA
403-5082537-8368348,04-30-22,Merchant,Amazon.in,kurta,363,KARNATAKA
408-5947919-3506726,04-30-22,Amazon,Amazon.in,Top,512,MAHARASHTRA
408-6114783-6199528,04-30-22,Amazon,Amazon.in,Western Dress,377,UTTAR PRADESH
408-6114783-6199528,04-30-22,Amazon,Amazon.in,Western Dress,377,UTTAR PRADESH
408-9630926-2785104,04-30-22,Amazon,Amazon.in,Set,,ODISHA
403-5342526-7867558,04-30-22,Merchant,Amazon.in,kurta,,HARYANA
404-2255125-4533134,04-30-22,Amazon,Amazon.in,Set,967,TAMIL NADU
171-5594281-0212357,04-30-22,Merchant,Amazon.in,Set,788,MEGHALAYA
405-6041428-1576346,04-30-22,Amazon,Amazon.in,Set,,HARYANA
405-5933927-3375545,04-30-22,Merchant,Amazon.in,Set,1058.93,HARYANA
405-5933927-3375545,04-30-22,Merchant,Amazon.in,Set,1249.11,HARYANA
405-3785331-3948333,04-30-22,Amazon,Amazon.in,Set,597,TELANGANA
404-8711304-7038702,04-30-22,Amazon,Amazon.in,Set,1112,TELANGANA
405-2872303-9941933,04-30-22,Merchant,Amazon.in,kurta,700.96,Gujarat
402-6464284-9643538,04-30-22,Amazon,Amazon.in,Set,1213,UTTAR PRADESH
405-7534473-2900341,04-30-22,Amazon,Amazon.in,kurta,517,ODISHA
407-2944929-6438702,04-30-22,Merchant,Amazon.in,Set,662,ANDHRA PRADESH
171-0362861-1228360,04-30-22,Amazon,Amazon.in,kurta,568,ANDHRA PRADESH
404-5775216-5570767,04-30-22,Amazon,Amazon.in,kurta,476,RAJASTHAN
171-2754000-1881907,04-30-22,Merchant,Amazon.in,kurta,316,KARNATAKA
408-2784061-1695540,04-30-22,Amazon,Amazon.in,kurta,486,HIMACHAL PRADESH
403-8794854-0523518,04-30-22,Amazon,Amazon.in,kurta,517,TELANGANA
404-4680896-8003501,04-30-22,Amazon,Amazon.in,Set,1186,MAHARASHTRA
405-8314081-3929157,04-30-22,Amazon,Amazon.in,kurta,376,TELANGANA
406-1694518-5618746,04-30-22,Amazon,Amazon.in,Top,,CHHATTISGARH
408-5094125-1397968,04-30-22,Amazon,Amazon.in,Set,715,DELHI
402-6569321-5308311,04-30-22,Amazon,Amazon.in,Set,1065,MAHARASHTRA
406-5828889-4813915,04-30-22,Amazon,Amazon.in,Western Dress,744,UTTAR PRADESH
402-4832715-9188334,04-30-22,Amazon,Amazon.in,kurta,399,WEST BENGAL
408-9898972-5365901,04-30-22,Merchant,Amazon.in,Set,1099,TELANGANA
408-7275140-3593905,04-30-22,Amazon,Amazon.in,Western Dress,744,MAHARASHTRA
405-7907546-1330739,04-30-22,Amazon,Amazon.in,kurta,329,DADRA AND NAGAR
405-7732656-4733913,04-30-22,Merchant,Amazon.in,kurta,362,DADRA AND NAGAR
405-7732656-4733913,04-30-22,Merchant,Amazon.in,kurta,342,DADRA AND NAGAR
405-7732656-4733913,04-30-22,Merchant,Amazon.in,kurta,363,DADRA AND NAGAR
171-5431988-8713937,04-30-22,Amazon,Amazon.in,kurta,459,MAHARASHTRA
171-6687746-4020351,04-30-22,Amazon,Amazon.in,Set,888,UTTAR PRADESH
403-3045245-2207560,04-30-22,Amazon,Amazon.in,kurta,376,DELHI
405-4991185-1773106,04-30-22,Amazon,Amazon.in,Set,599,MAHARASHTRA
403-6782192-8968326,04-30-22,Amazon,Amazon.in,Set,916,TAMIL NADU
171-6640050-9516349,04-30-22,Amazon,Amazon.in,kurta,329,TAMIL NADU
402-5014156-9264316,04-30-22,Amazon,Amazon.in,kurta,,TELANGANA
408-8342548-5107567,04-30-22,Amazon,Amazon.in,Set,626,HIMACHAL PRADESH
404-7769149-3935539,04-30-22,Amazon,Amazon.in,Western Dress,725,WEST BENGAL
402-5903377-6817119,04-30-22,Amazon,Amazon.in,kurta,,KARNATAKA
405-6584819-2669165,04-30-22,Amazon,Amazon.in,Set,1112,RAJASTHAN
405-9099443-7445111,04-30-22,Amazon,Amazon.in,Set,,UTTAR PRADESH
408-3810333-4165930,04-30-22,Merchant,Amazon.in,kurta,329,DELHI
405-0881145-7742744,04-30-22,Amazon,Amazon.in,Top,487,TELANGANA
403-7153786-2898705,04-30-22,Amazon,Amazon.in,Set,801,MADHYA PRADESH
408-2042136-9817130,04-30-22,Amazon,Amazon.in,kurta,352,KARNATAKA
408-2042136-9817130,04-30-22,Amazon,Amazon.in,kurta,442,KARNATAKA
407-8176931-5052349,04-30-22,Merchant,Amazon.in,kurta,280.95,TAMIL NADU
407-3305249-3442711,04-30-22,Amazon,Amazon.in,kurta,283,TAMIL NADU
403-5215681-9527524,04-30-22,Amazon,Amazon.in,Set,654,ANDHRA PRADESH
408-3749874-2210712,04-30-22,Amazon,Amazon.in,kurta,399,ASSAM
406-6143137-4946754,04-30-22,Amazon,Amazon.in,Blouse,419,TELANGANA
403-3797724-0896348,04-30-22,Amazon,Amazon.in,Set,654,MAHARASHTRA
407-3778695-8884327,04-30-22,Amazon,Amazon.in,Western Dress,744,KARNATAKA
402-6454286-3321909,04-30-22,Merchant,Amazon.in,kurta,399,WEST BENGAL
402-9138974-2250726,04-30-22,Amazon,Amazon.in,kurta,452,WEST BENGAL
402-9138974-2250726,04-30-22,Amazon,Amazon.in,kurta,499,WEST BENGAL
408-4193711-8156307,04-30-22,Merchant,Amazon.in,Blouse,0,ASSAM
404-5546156-4947565,04-30-22,Merchant,Amazon.in,kurta,471,Gujarat
408-0902233-8069950,04-30-22,Merchant,Amazon.in,kurta,0,KARNATAKA
171-7821391-2118700,04-30-22,Amazon,Amazon.in,kurta,431,KERALA
171-3764328-7297105,04-30-22,Amazon,Amazon.in,kurta,511,KERALA
406-5700980-4110708,04-30-22,Amazon,Amazon.in,Set,1463,TAMIL NADU
406-4317049-7021127,04-30-22,Amazon,Amazon.in,kurta,517,UTTAR PRADESH
408-0738576-5377963,04-30-22,Amazon,Amazon.in,kurta,399,TELANGANA
171-6112262-4294731,04-30-22,Amazon,Amazon.in,kurta,,KERALA
402-0069978-7444377,04-30-22,Merchant,Amazon.in,kurta,399,TELANGANA
407-6451607-8520320,04-30-22,Amazon,Amazon.in,Set,788,DELHI
407-6825420-7253915,04-30-22,Merchant,Amazon.in,Top,493.33,MAHARASHTRA
171-2497796-8649164,04-30-22,Amazon,Amazon.in,Set,597,TELANGANA
405-3921640-0927553,04-30-22,Merchant,Amazon.in,Set,666,MAHARASHTRA
402-8291421-3780342,04-30-22,Amazon,Amazon.in,Set,1112,JHARKHAND
402-8291421-3780342,04-30-22,Amazon,Amazon.in,Set,696,JHARKHAND
407-4549939-3485945,04-30-22,Amazon,Amazon.in,Set,499,MAHARASHTRA
403-3597087-4521139,04-30-22,Amazon,Amazon.in,kurta,414,KARNATAKA
171-9016873-6719541,04-30-22,Amazon,Amazon.in,Set,1099,UTTAR PRADESH
171-3693730-4530754,04-30-22,Amazon,Amazon.in,Set,,WEST BENGAL
404-0541321-3023502,04-30-22,Amazon,Amazon.in,Set,653,MAHARASHTRA
402-1600884-0332308,04-30-22,Amazon,Amazon.in,kurta,352,ODISHA
402-0229417-2609936,04-30-22,Amazon,Amazon.in,Western Dress,744,KARNATAKA
403-0131049-2132337,04-30-22,Amazon,Amazon.in,kurta,399,DELHI
171-4573948-3966741,04-30-22,Amazon,Amazon.in,Set,1438,BIHAR
171-0211853-1251554,04-30-22,Merchant,Amazon.in,Set,1173,BIHAR
404-3699924-2837921,04-30-22,Merchant,Amazon.in,kurta,459,KARNATAKA
405-0457160-2123517,04-30-22,Amazon,Amazon.in,Set,922,TAMIL NADU
408-6862973-4520309,04-30-22,Amazon,Amazon.in,Set,653,MAHARASHTRA
171-7679971-0310752,04-30-22,Amazon,Amazon.in,kurta,363,TELANGANA
171-3669717-3172330,04-30-22,Amazon,Amazon.in,kurta,499,RAJASTHAN
403-9724686-7777903,04-30-22,Amazon,Amazon.in,kurta,486,Gujarat
403-8306900-1833930,04-30-22,Merchant,Amazon.in,kurta,692,Gujarat
403-1962150-0618711,04-30-22,Amazon,Amazon.in,kurta,295,TAMIL NADU
403-1632972-2861963,04-30-22,Merchant,Amazon.in,kurta,363,TAMIL NADU
403-9533906-1728355,04-30-22,Amazon,Amazon.in,kurta,399,PUNJAB
171-1269122-8425943,04-30-22,Amazon,Amazon.in,Set,950,ANDHRA PRADESH
171-2937341-8703561,04-30-22,Amazon,Amazon.in,kurta,399,KERALA
406-5206188-8892351,04-30-22,Amazon,Amazon.in,Western Dress,625,ANDHRA PRADESH
405-5228379-1065951,04-30-22,Amazon,Amazon.in,Set,1115,WEST BENGAL
406-3236326-4964331,04-30-22,Merchant,Amazon.in,kurta,666,MAHARASHTRA
408-3364449-3401947,04-30-22,Amazon,Amazon.in,Set,,MAHARASHTRA
402-7682157-9147503,04-30-22,Merchant,Amazon.in,Set,696,TELANGANA
405-1515003-2007535,04-30-22,Amazon,Amazon.in,Top,519,TELANGANA
408-8569813-9288333,04-30-22,Merchant,Amazon.in,Set,1199,MADHYA PRADESH
404-0867714-0772302,04-30-22,Amazon,Amazon.in,Set,563,TAMIL NADU
404-0867714-0772302,04-30-22,Amazon,Amazon.in,kurta,399,TAMIL NADU
404-0867714-0772302,04-30-22,Amazon,Amazon.in,kurta,487,TAMIL NADU
402-1704468-7240327,04-30-22,Merchant,Amazon.in,kurta,568,TAMIL NADU
406-5757669-2996307,04-30-22,Amazon,Amazon.in,kurta,399,MAHARASHTRA
407-1492215-2982709,04-30-22,Amazon,Amazon.in,kurta,291,DELHI
171-2119982-7294757,04-30-22,Amazon,Amazon.in,Western Dress,744,UTTAR PRADESH
407-1684475-5197113,04-30-22,Amazon,Amazon.in,Set,696,MAHARASHTRA
404-4568279-0273125,04-30-22,Amazon,Amazon.in,Top,463,HARYANA
403-9752008-2541919,04-30-22,Merchant,Amazon.in,Top,469.52,MAHARASHTRA
403-3896686-3972343,04-30-22,Amazon,Amazon.in,Top,339,MAHARASHTRA
408-5238024-3207538,04-30-22,Merchant,Amazon.in,Set,680,TELANGANA
403-9336057-8075519,04-30-22,Amazon,Amazon.in,Set,759,HARYANA
406-6070472-3313109,04-30-22,Amazon,Amazon.in,Set,626,KERALA
407-0828621-5564309,04-30-22,Merchant,Amazon.in,kurta,399,UTTARAKHAND
402-7281943-2634753,04-30-22,Amazon,Amazon.in,Top,599,MAHARASHTRA
408-3364643-8111517,04-30-22,Amazon,Amazon.in,kurta,399,DELHI
402-9327280-6831502,04-30-22,Amazon,Amazon.in,Set,599,KARNATAKA
405-8803159-2662729,04-30-22,Amazon,Amazon.in,kurta,291,KARNATAKA
405-8803159-2662729,04-30-22,Amazon,Amazon.in,kurta,276,KARNATAKA
405-8803159-2662729,04-30-22,Amazon,Amazon.in,Set,626,KARNATAKA
405-8803159-2662729,04-30-22,Amazon,Amazon.in,kurta,283,KARNATAKA
405-3441275-4039543,04-30-22,Merchant,Amazon.in,Western Dress,725,KARNATAKA
405-3441275-4039543,04-30-22,Merchant,Amazon.in,kurta,295,KARNATAKA
406-2890663-9523509,04-30-22,Amazon,Amazon.in,kurta,518,KARNATAKA
402-1430516-9436331,04-30-22,Amazon,Amazon.in,kurta,399,UTTAR PRADESH
171-7949350-6828319,04-30-22,Amazon,Amazon.in,Set,852,TAMIL NADU
171-2964083-5815566,04-30-22,Amazon,Amazon.in,Set,568,UTTAR PRADESH
406-9789934-2845967,04-30-22,Amazon,Amazon.in,Western Dress,771,TELANGANA
405-9399780-0313164,04-30-22,Amazon,Amazon.in,Set,1669,UTTAR PRADESH
404-9635079-7600310,04-30-22,Amazon,Amazon.in,Top,540,JHARKHAND
171-6983189-6050757,04-30-22,Amazon,Amazon.in,Set,1112,ASSAM
171-6983189-6050757,04-30-22,Amazon,Amazon.in,kurta,518,ASSAM
171-3884714-3945906,04-30-22,Amazon,Amazon.in,Set,1115,MAHARASHTRA
171-3884714-3945906,04-30-22,Amazon,Amazon.in,Set,1112,MAHARASHTRA
171-3884714-3945906,04-30-22,Amazon,Amazon.in,kurta,399,MAHARASHTRA
405-1693679-3068331,04-30-22,Amazon,Amazon.in,kurta,476,KERALA
402-4804971-8591532,04-30-22,Merchant,Amazon.in,kurta,499,DELHI
402-4804971-8591532,04-30-22,Merchant,Amazon.in,Top,518,DELHI
405-1597244-8205967,04-30-22,Amazon,Amazon.in,kurta,486,DELHI
403-9610979-2949958,04-30-22,Amazon,Amazon.in,kurta,399,WEST BENGAL
405-1911317-3604322,04-30-22,Amazon,Amazon.in,Set,1260,MANIPUR
404-7251284-9387528,04-30-22,Amazon,Amazon.in,Top,399,UTTAR PRADESH
403-4512253-4789948,04-30-22,Amazon,Amazon.in,Set,852,ANDHRA PRADESH
408-1348466-1321955,04-30-22,Merchant,Amazon.in,kurta,,KARNATAKA
171-0490216-5028364,04-30-22,Amazon,Amazon.in,kurta,487,KERALA
406-5421335-3440327,04-30-22,Amazon,Amazon.in,Set,,UTTAR PRADESH
405-6836135-6312327,04-30-22,Merchant,Amazon.in,Western Dress,413,MAHARASHTRA
171-0689935-4850722,04-30-22,Amazon,Amazon.in,Set,788,WEST BENGAL
403-9835374-1565102,04-30-22,Merchant,Amazon.in,Set,1186,WEST BENGAL
403-8625708-2309901,04-30-22,Amazon,Amazon.in,Top,396,WEST BENGAL
403-6616419-0658741,04-30-22,Merchant,Amazon.in,kurta,659.05,MAHARASHTRA
171-5550949-7914705,04-30-22,Amazon,Amazon.in,Set,653,KERALA
408-9407260-0749114,04-30-22,Amazon,Amazon.in,kurta,0,PUDUCHERRY
408-4453138-1209128,04-30-22,Amazon,Amazon.in,kurta,458,DELHI
402-4934568-7802706,04-30-22,Amazon,Amazon.in,kurta,487,WEST BENGAL
405-9862364-7636347,04-30-22,Amazon,Amazon.in,Set,597,KARNATAKA
405-7713713-9002732,04-30-22,Amazon,Amazon.in,Set,761,KARNATAKA
405-7713713-9002732,04-30-22,Amazon,Amazon.in,Set,835,KARNATAKA
406-8536478-4581952,04-30-22,Merchant,Amazon.in,Top,518,ODISHA
407-0533151-5470709,04-30-22,Amazon,Amazon.in,kurta,,ODISHA
404-6783850-0597940,04-30-22,Amazon,Amazon.in,Western Dress,721,UTTAR PRADESH
407-3030317-4521947,04-30-22,Amazon,Amazon.in,kurta,458,KARNATAKA
402-0093786-0156303,04-30-22,Amazon,Amazon.in,Set,666,MAHARASHTRA
171-3705534-0250736,04-30-22,Amazon,Amazon.in,kurta,399,BIHAR
408-9408562-5254749,04-30-22,Merchant,Amazon.in,Set,1099,WEST BENGAL
403-4739886-5496325,04-30-22,Amazon,Amazon.in,kurta,353,KERALA
171-9312177-9903551,04-30-22,Amazon,Amazon.in,kurta,399,MAHARASHTRA
171-3255381-0489121,04-30-22,Merchant,Amazon.in,kurta,534,MAHARASHTRA
408-4584840-2787538,04-30-22,Merchant,Amazon.in,Set,981.25,DELHI
408-5118229-6373917,04-30-22,Amazon,Amazon.in,kurta,0,TELANGANA
403-0707216-6170737,04-30-22,Amazon,Amazon.in,Set,657,UTTAR PRADESH
403-3258819-8018763,04-30-22,Amazon,Amazon.in,Set,626,DELHI
408-2491878-4865146,04-30-22,Merchant,Amazon.in,Set,981.25,WEST BENGAL
405-7190860-0329952,04-30-22,Amazon,Amazon.in,Western Dress,899,WEST BENGAL
402-0164950-5496362,04-30-22,Amazon,Amazon.in,Set,,TAMIL NADU
404-3821323-1636305,04-30-22,Amazon,Amazon.in,Set,597,TAMIL NADU
408-3649698-8803541,04-30-22,Amazon,Amazon.in,Set,1099,HARYANA
405-3694403-2551528,04-30-22,Amazon,Amazon.in,Set,788,MAHARASHTRA
405-6593194-1742748,04-30-22,Amazon,Amazon.in,kurta,459,PUNJAB
403-7086967-7558701,04-30-22,Amazon,Amazon.in,Set,1186,Gujarat
171-5927080-9153924,04-30-22,Amazon,Amazon.in,Set,626,TAMIL NADU
406-5651070-7367520,04-30-22,Amazon,Amazon.in,Western Dress,,TELANGANA
405-1952513-5416327,04-30-22,Amazon,Amazon.in,kurta,,PUNJAB
406-8112035-0609144,04-30-22,Amazon,Amazon.in,kurta,329,RAJASTHAN
407-6114533-2816312,04-30-22,Merchant,Amazon.in,kurta,280,KARNATAKA
407-6002733-2903540,04-30-22,Amazon,Amazon.in,kurta,249,KARNATAKA
403-1068845-1092310,04-30-22,Amazon,Amazon.in,Set,818,UTTAR PRADESH
407-3001310-2482707,04-30-22,Amazon,Amazon.in,kurta,429,KERALA
407-3001310-2482707,04-30-22,Amazon,Amazon.in,kurta,458,KERALA
402-9024954-3597923,04-30-22,Amazon,Amazon.in,Western Dress,,TELANGANA
404-6763777-8680366,04-30-22,Merchant,Amazon.in,kurta,475,MAHARASHTRA
405-6167247-7769908,04-30-22,Amazon,Amazon.in,Set,788,JHARKHAND
404-3190952-7345128,04-30-22,Amazon,Amazon.in,Western Dress,744,KARNATAKA
407-4179560-9885921,04-30-22,Amazon,Amazon.in,kurta,458,HARYANA
405-4515494-3244302,04-30-22,Amazon,Amazon.in,kurta,505,TAMIL NADU
404-0812833-5129124,04-30-22,Amazon,Amazon.in,Set,1186,JAMMU & KASHMIR
403-9928712-6587519,04-30-22,Amazon,Amazon.in,Set,597,RAJASTHAN
404-5314568-1043519,04-30-22,Amazon,Amazon.in,Top,463,HARYANA
402-8207665-7247536,04-30-22,Amazon,Amazon.in,kurta,471,TELANGANA
403-3814019-1141952,04-30-22,Amazon,Amazon.in,Set,626,Gujarat
403-5049239-4135545,04-30-22,Amazon,Amazon.in,kurta,399,JHARKHAND
405-6344744-8777959,04-30-22,Amazon,Amazon.in,Set,788,KARNATAKA
405-0654626-6276321,04-30-22,Amazon,Amazon.in,Top,751,PUNJAB
403-9647049-8100304,04-30-22,Amazon,Amazon.in,kurta,368,UTTAR PRADESH
407-3546546-1957155,04-30-22,Amazon,Amazon.in,Western Dress,744,TELANGANA
404-4807357-2693108,04-30-22,Amazon,Amazon.in,kurta,399,MAHARASHTRA
404-4911741-3341902,04-30-22,Amazon,Amazon.in,kurta,475,TAMIL NADU
404-1580706-8406729,04-30-22,Amazon,Amazon.in,kurta,475,TAMIL NADU
404-6525036-6681154,04-30-22,Amazon,Amazon.in,kurta,521,JHARKHAND
408-6862949-2369917,04-30-22,Amazon,Amazon.in,Western Dress,721,BIHAR
403-4522038-5418732,04-30-22,Amazon,Amazon.in,Set,788,KARNATAKA
405-9510649-7934734,04-30-22,Amazon,Amazon.in,kurta,486,KARNATAKA
408-2170248-9556321,04-30-22,Amazon,Amazon.in,Set,597,ASSAM
171-1747399-1165911,04-30-22,Amazon,Amazon.in,Western Dress,744,ASSAM
408-1752203-1767518,04-30-22,Amazon,Amazon.in,Set,939,KARNATAKA
402-6953218-8797919,04-30-22,Amazon,Amazon.in,kurta,517,JHARKHAND
407-3644990-7729144,04-30-22,Merchant,Amazon.in,Western Dress,744,TAMIL NADU
406-9906656-5128304,04-30-22,Amazon,Amazon.in,kurta,,UTTAR PRADESH
171-8345794-3569957,04-30-22,Amazon,Amazon.in,kurta,533,ODISHA
403-9545828-0603523,04-30-22,Amazon,Amazon.in,Set,563,DELHI
408-8140052-8753913,04-30-22,Amazon,Amazon.in,kurta,549,KARNATAKA
406-7221225-8921144,04-30-22,Merchant,Amazon.in,Set,626,MAHARASHTRA
406-4803324-2221109,04-30-22,Amazon,Amazon.in,Set,1099,MAHARASHTRA
407-5470882-4765942,04-30-22,Merchant,Amazon.in,Western Dress,,TAMIL NADU
403-0373263-7181928,04-30-22,Amazon,Amazon.in,Set,696,TELANGANA
405-3139781-4240349,04-30-22,Amazon,Amazon.in,Set,1432,Gujarat
404-4771108-9660348,04-30-22,Amazon,Amazon.in,kurta,432,TAMIL NADU
407-4616863-5212363,04-30-22,Amazon,Amazon.in,Set,1338,ASSAM
405-5863149-6577918,04-30-22,Amazon,Amazon.in,Set,597,KARNATAKA
405-5863149-6577918,04-30-22,Amazon,Amazon.in,Set,888,KARNATAKA
406-7524766-1454768,04-30-22,Amazon,Amazon.in,Set,1033,TELANGANA
408-6818789-4965132,04-30-22,Amazon,Amazon.in,kurta,376,ASSAM
402-1038454-4297969,04-30-22,Amazon,Amazon.in,Western Dress,885,UTTAR PRADESH
408-8100357-3585904,04-30-22,Amazon,Amazon.in,kurta,635,ODISHA
402-4372312-4448367,04-30-22,Amazon,Amazon.in,Set,597,MADHYA PRADESH
406-3745473-8633147,04-30-22,Amazon,Amazon.in,kurta,563,MAHARASHTRA
403-1140011-7398736,04-30-22,Amazon,Amazon.in,kurta,499,BIHAR
403-1140011-7398736,04-30-22,Amazon,Amazon.in,kurta,549,BIHAR
403-1140011-7398736,04-30-22,Amazon,Amazon.in,kurta,549,BIHAR
403-1140011-7398736,04-30-22,Amazon,Amazon.in,kurta,452,BIHAR
171-2789156-5817163,04-30-22,Merchant,Amazon.in,kurta,449,RAJASTHAN
404-9605291-9790766,04-30-22,Amazon,Amazon.in,kurta,685,UTTAR PRADESH
408-9259634-7565152,04-30-22,Merchant,Amazon.in,Top,391,KERALA
171-2120512-6643534,04-30-22,Merchant,Amazon.in,kurta,399,ANDHRA PRADESH
408-7767023-9733103,04-30-22,Amazon,Amazon.in,Set,597,KARNATAKA
402-6159360-3192305,04-30-22,Merchant,Amazon.in,kurta,249,TAMIL NADU
406-4919920-0965963,04-30-22,Merchant,Amazon.in,Set,1099,MAHARASHTRA
402-5821417-6985934,04-30-22,Amazon,Amazon.in,Set,1099,WEST BENGAL
406-7489606-3781934,04-30-22,Amazon,Amazon.in,kurta,499,KARNATAKA
408-4543593-8672326,04-30-22,Amazon,Amazon.in,Western Dress,744,WEST BENGAL
404-3628070-0647500,04-30-22,Merchant,Amazon.in,kurta,399.05,TAMIL NADU
404-3628070-0647500,04-30-22,Merchant,Amazon.in,kurta,463.81,TAMIL NADU
404-0691443-7069131,04-30-22,Amazon,Amazon.in,kurta,432,TAMIL NADU
403-0467296-2575536,04-30-22,Amazon,Amazon.in,Top,463,WEST BENGAL
408-3531277-4885962,04-30-22,Amazon,Amazon.in,Top,,KERALA
408-6069754-7397924,04-30-22,Amazon,Amazon.in,kurta,0,BIHAR
408-0391714-9281921,04-30-22,Merchant,Amazon.in,Western Dress,,MAHARASHTRA
408-3692922-9946738,04-30-22,Amazon,Amazon.in,Western Dress,665,MAHARASHTRA
171-7935921-7575568,04-30-22,Amazon,Amazon.in,Set,563,NAGALAND
408-2026538-7845958,04-30-22,Amazon,Amazon.in,kurta,399,PUNJAB
403-2026715-3949910,04-30-22,Amazon,Amazon.in,Set,968,UTTAR PRADESH
404-4599488-8213952,04-30-22,Merchant,Amazon.in,kurta,474,KARNATAKA
S02-5278980-4327051,04-30-22,Amazon,Non-Amazon,Blouse,,Gujarat
171-5599779-6322751,04-30-22,Merchant,Amazon.in,kurta,659.05,MAHARASHTRA
171-2550230-3805124,04-30-22,Merchant,Amazon.in,Top,413,MAHARASHTRA
402-5852450-2129941,04-30-22,Merchant,Amazon.in,kurta,495,TAMIL NADU
405-3054995-4312360,04-30-22,Merchant,Amazon.in,kurta,459,KARNATAKA
407-2538775-7502719,04-30-22,Amazon,Amazon.in,kurta,486,MAHARASHTRA
406-1981446-7471514,04-30-22,Merchant,Amazon.in,Set,1238,DELHI
408-4235910-6012362,04-30-22,Amazon,Amazon.in,Set,801,GOA
171-9839922-3832357,04-30-22,Amazon,Amazon.in,kurta,527,MAHARASHTRA
405-9808686-6294763,04-30-22,Amazon,Amazon.in,Top,493,Gujarat
408-8489677-5577933,04-30-22,Merchant,Amazon.in,kurta,0,UTTAR PRADESH
402-5550488-9916304,04-30-22,Merchant,Amazon.in,kurta,280.95,TELANGANA
408-6369127-2887567,04-30-22,Amazon,Amazon.in,Set,788,MAHARASHTRA
171-0113406-2293163,04-30-22,Amazon,Amazon.in,Set,626,UTTAR PRADESH
403-8565647-0953102,04-30-22,Amazon,Amazon.in,kurta,376,ASSAM
406-9957971-2569147,04-30-22,Amazon,Amazon.in,kurta,471,MAHARASHTRA
406-1092108-2639512,04-30-22,Amazon,Amazon.in,kurta,399,Gujarat
402-3270101-7657904,04-30-22,Merchant,Amazon.in,kurta,452.38,TAMIL NADU
402-7078622-5609155,04-30-22,Merchant,Amazon.in,Set,1432,KERALA
171-7678731-3568339,04-30-22,Amazon,Amazon.in,Set,,KARNATAKA
408-7206307-2384358,04-30-22,Merchant,Amazon.in,Western Dress,725,KERALA
407-5830946-0458753,04-30-22,Amazon,Amazon.in,kurta,499,MAHARASHTRA
171-3016563-0593956,04-30-22,Amazon,Amazon.in,kurta,471,DELHI
404-3252605-4011545,04-30-22,Amazon,Amazon.in,kurta,,MAHARASHTRA
171-1148440-5117161,04-30-22,Amazon,Amazon.in,Set,449,MAHARASHTRA
171-7636697-5689908,04-30-22,Amazon,Amazon.in,Set,684,MADHYA PRADESH
408-1336273-5938748,04-30-22,Amazon,Amazon.in,Top,545,PUNJAB
406-3815399-6450709,04-30-22,Amazon,Amazon.in,Top,545,RAJASTHAN
171-9638653-2292340,04-30-22,Amazon,Amazon.in,Blouse,419,UTTAR PRADESH
403-7879236-4794741,04-30-22,Amazon,Amazon.in,kurta,,ASSAM
406-4110471-9710751,04-30-22,Amazon,Amazon.in,Set,696,KARNATAKA
408-5598612-8613920,04-30-22,Amazon,Amazon.in,Top,,PUNJAB
404-3475672-0623516,04-30-22,Amazon,Amazon.in,Set,,UTTARAKHAND
403-0708193-0609948,04-30-22,Amazon,Amazon.in,kurta,399,MAHARASHTRA
402-6638943-7023558,04-30-22,Merchant,Amazon.in,Set,613,DELHI
405-1047044-2461167,04-30-22,Amazon,Amazon.in,Set,654,KARNATAKA
403-4121872-9661935,04-30-22,Amazon,Amazon.in,Top,487,DELHI
407-0341499-2477170,04-30-22,Amazon,Amazon.in,Western Dress,744,TELANGANA
402-7081372-1053905,04-30-22,Merchant,Amazon.in,kurta,499,MAHARASHTRA
402-7081372-1053905,04-30-22,Merchant,Amazon.in,kurta,499,MAHARASHTRA
403-8349155-2308363,04-30-22,Amazon,Amazon.in,kurta,406,TELANGANA
403-8349155-2308363,04-30-22,Amazon,Amazon.in,Set,737,TELANGANA
403-3794902-2627533,04-30-22,Amazon,Amazon.in,Set,648,TELANGANA
403-8342497-0727510,04-30-22,Merchant,Amazon.in,Ethnic Dress,783,TELANGANA
403-5686295-0611519,04-30-22,Amazon,Amazon.in,Western Dress,744,TELANGANA
404-9773937-7060345,04-30-22,Amazon,Amazon.in,Western Dress,744,TAMIL NADU
407-3205298-5473103,04-30-22,Merchant,Amazon.in,Set,653,TAMIL NADU
403-3741687-4048344,04-30-22,Amazon,Amazon.in,Set,788,MAHARASHTRA
406-4889947-7806746,04-30-22,Amazon,Amazon.in,Set,1221,TELANGANA
